Sale_ID,Date,Customer_ID,Bike_Model,Price,Quantity,Store_Location,Salesperson_ID,Payment_Method,Customer_Age,Customer_Gender
8207,20-09-2022,9686,Mountain Bike,4122.95,3,New York,243,Google Pay,50,Male
8208,23-02-2024,8757,Hybrid Bike,3609.42,5,Philadelphia,880,Apple Pay,64,Male
8209,12-12-2023,1133,BMX,3791.73,5,Philadelphia,764,Apple Pay,63,Male
8210,06-01-2023,9716,Electric Bike,1572.1,1,Houston,404,PayPal,57,Male
8211,12-11-2021,7767,Electric Bike,1584.01,1,San Antonio,880,Apple Pay,30,Female
8212,03-10-2022,8269,Folding Bike,4958.48,5,Chicago,720,Debit Card,50,Female
8213,26-01-2020,8936,Road Bike,3695.59,1,Los Angeles,154,Credit Card,46,Male
8214,20-03-2023,3735,Folding Bike,4683.54,1,Los Angeles,653,Apple Pay,61,Male
8215,17-12-2021,5036,Cruiser,4941.75,2,Chicago,920,Cash,21,Female
8216,02-08-2020,5741,Mountain Bike,4479.61,4,Philadelphia,980,Google Pay,43,Male
8217,28-03-2022,4387,Mountain Bike,1103.18,2,San Antonio,338,Debit Card,49,Female
8218,04-06-2022,5738,Folding Bike,2070.53,1,Houston,171,Apple Pay,44,Female
8219,17-05-2024,4030,Electric Bike,2934.84,3,Philadelphia,509,Credit Card,35,Female
8220,28-09-2023,3944,Road Bike,3639.24,2,New York,741,Cash,42,Female
8221,14-07-2024,9909,BMX,2184.72,5,Philadelphia,774,Google Pay,31,Male
8222,03-10-2022,2705,BMX,1714.74,5,Chicago,400,PayPal,21,Female
8223,06-05-2020,4723,Cruiser,4828.48,4,San Antonio,438,Debit Card,51,Female
8224,01-07-2020,4292,Mountain Bike,2354.86,3,New York,316,Debit Card,60,Male
8225,08-06-2023,3437,BMX,2175,3,San Antonio,263,Credit Card,63,Male
8226,15-03-2022,3387,Road Bike,1788.43,4,Chicago,360,PayPal,43,Male
8227,10-03-2023,7343,BMX,618.8,1,San Antonio,985,Apple Pay,38,Male
8228,27-03-2024,9090,Cruiser,867.96,4,Houston,490,Cash,65,Male
8229,04-04-2022,6522,Road Bike,3145.85,4,New York,916,PayPal,33,Female
8230,25-11-2021,3603,Electric Bike,4831.49,2,Philadelphia,577,Debit Card,29,Male
8231,10-02-2021,9584,Hybrid Bike,3699.02,5,San Antonio,721,Cash,22,Male
8232,15-06-2022,3157,Folding Bike,3257.21,2,Los Angeles,167,Debit Card,54,Female
8233,13-07-2020,6934,Hybrid Bike,1619.21,3,Phoenix,634,Credit Card,30,Male
8234,06-07-2020,7411,Mountain Bike,3638.66,5,San Antonio,511,Apple Pay,63,Female
8235,10-09-2023,5794,Road Bike,2707.35,4,New York,423,Cash,45,Female
8236,20-09-2024,2998,Folding Bike,958.89,4,Phoenix,531,PayPal,34,Male
8237,30-10-2021,7066,BMX,3567.57,1,Chicago,820,PayPal,70,Male
8238,01-12-2020,6825,Mountain Bike,4262.88,1,Phoenix,574,Credit Card,69,Female
8239,23-06-2020,6197,Mountain Bike,2788.87,5,Philadelphia,116,Credit Card,27,Female
8240,05-06-2020,5581,Cruiser,2593.9,2,San Antonio,886,PayPal,38,Female
8241,18-04-2020,8799,Folding Bike,303.07,4,Phoenix,108,Debit Card,63,Male
8242,26-01-2024,2926,Electric Bike,916.26,5,Phoenix,480,Cash,38,Male
8243,11-12-2023,5733,Electric Bike,1039.33,1,Philadelphia,381,PayPal,70,Female
8244,07-09-2024,4758,Cruiser,1461.28,5,Los Angeles,894,Credit Card,60,Male
8245,20-10-2021,6333,Hybrid Bike,1311.13,1,Chicago,125,Google Pay,42,Female
8246,09-12-2023,7188,Road Bike,345.91,4,Phoenix,981,Credit Card,39,Female
8247,07-08-2023,5813,Hybrid Bike,4144.61,5,Chicago,955,Cash,56,Female
8248,16-04-2021,1434,Electric Bike,3144.43,4,New York,970,Credit Card,69,Male
8249,18-10-2023,6497,Mountain Bike,4133.78,2,New York,426,PayPal,42,Female
8250,19-07-2022,4660,Electric Bike,4773.94,4,Los Angeles,220,PayPal,26,Female
8251,18-04-2020,8057,Road Bike,3710.29,2,San Antonio,352,Debit Card,18,Male
8252,18-11-2021,3168,Mountain Bike,4317.97,3,New York,215,Apple Pay,28,Female
8253,06-01-2021,2729,Electric Bike,399.5,3,Los Angeles,547,Credit Card,53,Female
8254,22-12-2023,9359,Electric Bike,2987.48,1,New York,322,Debit Card,63,Female
8255,15-04-2023,7513,Road Bike,2597.63,1,Philadelphia,261,Credit Card,47,Male
8256,05-08-2022,5770,Mountain Bike,839.33,1,San Antonio,194,PayPal,60,Female
8257,29-01-2021,5654,Cruiser,4737.04,2,Los Angeles,842,PayPal,56,Male
8258,01-05-2021,9093,Cruiser,4867.66,2,New York,612,Cash,40,Female
8259,28-02-2023,4176,BMX,660.74,3,Philadelphia,957,Google Pay,27,Male
8260,17-02-2021,8345,Road Bike,629.56,5,New York,296,Credit Card,40,Male
8261,05-01-2020,1871,Electric Bike,3946.47,1,Philadelphia,758,Apple Pay,65,Female
8262,29-02-2020,2362,Road Bike,1287.54,1,Philadelphia,502,Cash,69,Male
8263,29-12-2023,4556,Folding Bike,1166.02,3,Phoenix,790,Credit Card,64,Male
8264,02-04-2022,3253,BMX,705.35,5,Houston,652,Cash,67,Male
8265,06-07-2020,6190,Road Bike,2404.13,4,New York,595,Google Pay,43,Female
8266,01-10-2022,7040,Hybrid Bike,2817.85,4,Houston,375,Apple Pay,30,Female
8267,02-05-2020,5366,Road Bike,2398.88,1,Los Angeles,506,Google Pay,32,Male
8268,19-02-2024,5420,Road Bike,756.45,1,Los Angeles,444,Apple Pay,23,Male
8269,06-06-2024,3385,Road Bike,4351.9,4,San Antonio,161,Cash,61,Male
8270,03-03-2024,6450,Hybrid Bike,830.27,5,Los Angeles,855,Cash,66,Male
8271,10-12-2021,4506,Mountain Bike,4573.26,2,San Antonio,687,Cash,63,Male
8272,16-01-2024,7363,Mountain Bike,4530.46,4,Los Angeles,653,Google Pay,69,Male
8273,27-04-2022,1011,Electric Bike,3217.79,4,San Antonio,297,Cash,20,Male
8274,27-03-2023,4201,Road Bike,1409.71,2,Phoenix,319,PayPal,21,Male
8275,27-02-2022,8406,Hybrid Bike,2512.4,3,Houston,873,Apple Pay,49,Female
8276,06-05-2020,7939,Folding Bike,2405.1,4,Los Angeles,539,Debit Card,57,Male
8277,14-04-2022,4496,Hybrid Bike,3392.23,3,Philadelphia,308,Cash,26,Male
8278,13-10-2020,3421,Cruiser,4187.6,3,Houston,889,Debit Card,45,Female
8279,02-06-2020,9531,Road Bike,2464.76,3,Phoenix,519,Debit Card,33,Female
8280,05-06-2024,9461,BMX,1557.79,1,New York,193,Google Pay,58,Female
8281,13-05-2024,4329,Cruiser,2100.35,2,San Antonio,575,Apple Pay,60,Male
8282,11-02-2021,4399,Road Bike,3362.94,2,Houston,200,Credit Card,57,Female
8283,09-05-2020,6299,BMX,1857.29,2,San Antonio,215,Apple Pay,53,Female
8284,21-07-2022,8708,Hybrid Bike,562.24,2,Phoenix,527,Credit Card,19,Female
8285,29-07-2024,2196,Electric Bike,4948.7,2,Houston,293,PayPal,63,Female
8286,06-04-2022,7198,Road Bike,3672.66,4,Philadelphia,285,Google Pay,53,Male
8287,03-05-2020,2479,Electric Bike,1177.79,3,Phoenix,168,Cash,55,Male
8288,12-03-2022,7695,Road Bike,4180.71,1,Los Angeles,353,PayPal,45,Male
8289,12-07-2024,5052,Road Bike,312.31,5,New York,629,PayPal,18,Female
8290,08-08-2022,9507,Folding Bike,797.36,5,Houston,481,Cash,42,Female
8291,11-05-2024,4363,Electric Bike,749.41,4,Chicago,666,PayPal,62,Male
8292,17-08-2022,4403,Cruiser,3194.88,5,San Antonio,848,Credit Card,19,Male
8293,01-06-2020,2994,Folding Bike,2847.37,2,Philadelphia,968,PayPal,39,Male
8294,07-07-2022,3228,BMX,2537.49,5,Houston,859,Credit Card,58,Female
8295,22-10-2020,7404,Cruiser,1446.59,2,Houston,730,Apple Pay,48,Female
8296,28-03-2022,7561,Road Bike,1730.55,5,Los Angeles,963,Credit Card,61,Male
8297,13-01-2023,4054,BMX,292.62,4,New York,868,Google Pay,40,Female
8298,20-04-2021,1875,Cruiser,4292.53,2,Philadelphia,603,Cash,38,Female
8299,09-06-2024,4211,Cruiser,556.95,5,Chicago,818,Debit Card,30,Female
8300,11-09-2020,7919,Road Bike,1365.47,5,Phoenix,743,PayPal,70,Male
8301,27-07-2022,3986,Hybrid Bike,406.12,5,New York,635,Debit Card,68,Female
8302,17-01-2024,2807,Electric Bike,2240.41,1,Houston,737,Google Pay,42,Female
8303,11-05-2023,9417,Folding Bike,4868.42,1,New York,808,Credit Card,42,Female
8304,20-09-2022,6762,Mountain Bike,2921.44,4,Chicago,522,Google Pay,51,Male
8305,18-10-2022,6024,Electric Bike,836.02,5,Los Angeles,299,Debit Card,23,Male
8306,29-07-2022,7483,Road Bike,2516,5,New York,294,PayPal,55,Female
8307,13-07-2023,8243,Electric Bike,4283.52,4,Phoenix,165,Cash,34,Male
8308,24-04-2023,2143,BMX,4991.13,5,Philadelphia,826,Google Pay,23,Male
8309,30-01-2024,7544,Electric Bike,2755.32,1,San Antonio,449,PayPal,39,Male
8310,13-01-2020,2827,Electric Bike,2637.55,4,San Antonio,913,Apple Pay,23,Male
8311,11-02-2022,3308,Road Bike,570.79,4,Houston,308,Debit Card,38,Female
8312,21-05-2022,8103,Mountain Bike,3444.37,3,New York,323,Debit Card,36,Female
8313,29-04-2023,2901,Folding Bike,3004.3,1,Chicago,161,Debit Card,45,Male
8314,27-03-2021,4911,Cruiser,4240.08,2,New York,983,Apple Pay,26,Female
8315,26-08-2021,4295,Road Bike,4532.09,3,Philadelphia,471,PayPal,46,Male
8316,26-02-2023,5292,Road Bike,1812.23,5,Phoenix,308,Cash,30,Male
8317,09-10-2023,8014,Road Bike,1791.81,4,New York,437,Cash,52,Female
8318,25-03-2024,6448,BMX,1476.58,4,Chicago,738,Credit Card,23,Female
8319,03-01-2020,1898,Cruiser,656.96,5,Philadelphia,472,Cash,32,Male
8320,02-08-2024,1335,Folding Bike,2999.47,3,Philadelphia,955,PayPal,29,Female
8321,10-05-2020,2046,BMX,4370.39,4,Philadelphia,284,PayPal,37,Female
8322,05-05-2020,7933,Road Bike,1524.34,4,Philadelphia,375,Apple Pay,57,Male
8323,15-03-2022,3185,Road Bike,4498.77,5,Los Angeles,498,Debit Card,50,Male
8324,22-09-2020,2767,Cruiser,3309.83,5,Philadelphia,238,Credit Card,44,Male
8325,06-11-2021,1563,Folding Bike,3006.27,3,Chicago,512,PayPal,59,Male
8326,16-12-2022,5506,Folding Bike,1934.88,2,San Antonio,662,Credit Card,35,Female
8327,14-05-2021,6290,Mountain Bike,1190.38,3,Philadelphia,972,Apple Pay,50,Female
8328,05-06-2023,7233,Cruiser,476.51,2,Phoenix,983,Cash,42,Female
8329,02-07-2024,6277,Folding Bike,936.99,5,Chicago,250,Google Pay,30,Male
8330,31-08-2020,4783,Hybrid Bike,2527.95,1,Philadelphia,689,Cash,70,Female
8331,25-04-2023,3811,Electric Bike,3760.62,4,Los Angeles,703,PayPal,62,Female
8332,07-01-2023,7593,Road Bike,864.92,2,Philadelphia,565,Apple Pay,56,Male
8333,29-10-2020,6331,BMX,2335.12,1,Philadelphia,599,Credit Card,22,Female
8334,09-07-2023,1549,Mountain Bike,4278.06,4,Phoenix,729,Debit Card,54,Male
8335,19-09-2020,4842,BMX,1655.56,4,Houston,676,Google Pay,36,Female
8336,16-05-2024,7690,Hybrid Bike,582.44,5,Phoenix,974,Cash,51,Female
8337,03-03-2024,6727,Road Bike,3130.71,2,Phoenix,331,Apple Pay,39,Male
8338,19-01-2023,5272,Electric Bike,4448.89,2,Chicago,377,Google Pay,63,Male
8339,24-07-2020,3073,Cruiser,3006.86,1,Chicago,799,Apple Pay,25,Female
8340,05-08-2020,7591,BMX,947.96,1,San Antonio,816,Apple Pay,66,Female
8341,09-09-2023,6239,Folding Bike,571.12,3,New York,940,Debit Card,49,Male
8342,18-10-2022,8751,Electric Bike,971.21,5,Chicago,401,Credit Card,38,Female
8343,02-02-2021,2230,Mountain Bike,3803.26,4,Los Angeles,282,Apple Pay,46,Male
8344,15-04-2024,8804,Road Bike,3804,3,New York,146,Debit Card,43,Female
8345,02-03-2024,7832,Folding Bike,4599.73,5,Chicago,514,PayPal,46,Male
8346,23-03-2021,5759,Mountain Bike,1288.48,2,San Antonio,897,Google Pay,34,Male
8347,02-11-2020,8268,Hybrid Bike,766.9,2,Philadelphia,899,PayPal,40,Male
8348,15-01-2021,8384,Road Bike,4870.27,2,Phoenix,774,PayPal,57,Female
8349,13-09-2022,6053,BMX,340.92,5,Los Angeles,166,Cash,35,Female
8350,14-09-2023,6196,Mountain Bike,1483.89,3,San Antonio,222,Google Pay,61,Female
8351,21-04-2020,6287,Folding Bike,4823.18,2,Houston,940,PayPal,65,Female
8352,25-11-2022,7669,Electric Bike,2791.14,3,New York,207,Credit Card,28,Female
8353,08-10-2023,7933,Cruiser,3701.91,4,New York,910,Cash,22,Male
8354,11-08-2022,2100,BMX,3567.59,5,Los Angeles,202,Cash,52,Female
8355,29-09-2021,5504,Road Bike,2655.76,4,Chicago,590,Google Pay,45,Female
8356,19-10-2022,6774,BMX,2971.41,5,Los Angeles,310,Debit Card,57,Female
8357,10-06-2020,4130,Electric Bike,3360.63,2,Houston,555,Apple Pay,42,Female
8358,22-07-2022,6574,BMX,4947.74,3,Houston,155,Credit Card,40,Male
8359,24-06-2022,9532,BMX,2783.04,5,Los Angeles,909,Google Pay,19,Female
8360,01-04-2021,3787,Electric Bike,4093.61,4,San Antonio,319,Debit Card,24,Female
8361,28-06-2024,8200,Folding Bike,4365.97,2,Philadelphia,101,Apple Pay,41,Female
8362,14-02-2024,4701,Mountain Bike,2727.69,5,New York,506,PayPal,33,Male
8363,21-06-2024,1922,Folding Bike,4226.1,5,New York,124,Cash,20,Male
8364,05-09-2021,6599,Folding Bike,339.1,1,Philadelphia,760,Google Pay,57,Female
8365,15-05-2020,9142,Folding Bike,773.84,4,Chicago,461,Google Pay,64,Female
8366,20-09-2022,7310,Folding Bike,2010.04,3,San Antonio,395,Google Pay,54,Female
8367,09-11-2023,1142,BMX,541.25,2,Los Angeles,330,Apple Pay,33,Female
8368,22-10-2020,7358,Electric Bike,459.25,3,San Antonio,109,Cash,27,Male
8369,05-06-2022,2994,BMX,4251.82,1,Los Angeles,132,Cash,68,Male
8370,15-03-2021,5000,Hybrid Bike,894.32,4,Phoenix,879,Apple Pay,63,Female
8371,30-05-2022,4358,BMX,3724.6,1,Philadelphia,551,Cash,49,Female
8372,09-01-2022,2773,BMX,2233.49,5,Philadelphia,122,Debit Card,62,Male
8373,22-11-2022,9717,Hybrid Bike,4043.19,2,Philadelphia,135,Cash,66,Male
8374,28-03-2020,6253,Folding Bike,252.88,3,New York,726,Google Pay,39,Female
8375,10-05-2022,7750,Mountain Bike,876.54,4,Houston,473,Debit Card,20,Female
8376,10-04-2020,5055,Road Bike,3945.61,3,New York,563,PayPal,33,Male
8377,11-03-2022,2878,Cruiser,1815.69,3,Los Angeles,934,Google Pay,43,Female
8378,02-05-2022,5633,Folding Bike,4603.46,1,Chicago,232,Debit Card,23,Female
8379,23-08-2020,2896,Road Bike,516.6,3,Phoenix,724,Cash,49,Female
8380,27-09-2020,8807,Folding Bike,3809.53,5,San Antonio,537,Cash,32,Female
8381,25-03-2022,2378,Electric Bike,3723.58,3,Houston,140,PayPal,51,Female
8382,21-08-2024,2237,Folding Bike,2678.47,1,San Antonio,607,PayPal,38,Female
8383,10-01-2023,3611,Mountain Bike,735.75,3,Philadelphia,746,Google Pay,55,Male
8384,09-02-2023,7297,Mountain Bike,1881.43,1,San Antonio,785,PayPal,26,Male
8385,01-05-2020,7723,Electric Bike,3207.3,1,New York,928,Cash,32,Male
8386,29-01-2023,3249,Mountain Bike,3434.28,2,San Antonio,636,Debit Card,54,Male
8387,02-12-2021,7912,Mountain Bike,4661.9,2,New York,321,Apple Pay,50,Male
8388,29-05-2023,6026,Folding Bike,2139.83,5,Chicago,464,PayPal,26,Female
8389,30-08-2024,1074,Electric Bike,4917.93,5,Los Angeles,443,Apple Pay,51,Female
8390,07-06-2023,1999,Mountain Bike,4454.48,4,Los Angeles,291,PayPal,22,Female
8391,22-03-2022,6043,BMX,2565.37,2,Chicago,617,Cash,24,Male
8392,01-03-2023,8821,Folding Bike,337.3,4,New York,259,PayPal,19,Female
8393,04-05-2021,4616,BMX,4357.67,4,New York,787,PayPal,41,Male
8394,07-06-2024,5540,Hybrid Bike,637.7,2,Los Angeles,970,Credit Card,39,Male
8395,20-12-2020,9554,Cruiser,3936.68,5,Philadelphia,658,Cash,57,Female
8396,30-05-2020,5600,BMX,4901.76,2,San Antonio,353,Google Pay,60,Female
8397,08-07-2020,7441,Mountain Bike,4417.15,3,Phoenix,751,Cash,42,Female
8398,20-10-2021,2009,Mountain Bike,4190.4,2,Los Angeles,848,Apple Pay,67,Female
8399,15-04-2021,7879,Folding Bike,4775.12,2,Chicago,904,Apple Pay,69,Male
8400,23-04-2024,2347,Folding Bike,2857.26,1,Chicago,615,Credit Card,46,Female
8401,19-06-2020,7059,Folding Bike,3934.41,4,Chicago,416,Apple Pay,56,Male
8402,28-02-2021,2341,BMX,4477.61,2,Houston,971,Credit Card,21,Male
8403,10-12-2021,1710,Mountain Bike,742.57,1,New York,749,Apple Pay,20,Female
8404,04-06-2021,4461,Cruiser,4477.09,2,Philadelphia,695,PayPal,61,Male
8405,31-12-2023,4203,BMX,1526.22,5,Phoenix,327,Debit Card,66,Female
8406,31-03-2024,8728,Cruiser,4461.88,5,Chicago,549,Apple Pay,62,Male
8407,28-05-2024,9624,Road Bike,253.86,1,Chicago,777,Credit Card,19,Female
8408,16-04-2023,4791,Folding Bike,2711.15,2,Philadelphia,151,Debit Card,28,Male
8409,23-02-2021,2691,Mountain Bike,4104.26,4,Phoenix,222,Cash,19,Female
8410,01-02-2021,8939,Cruiser,3739.42,2,Houston,130,Debit Card,51,Male
8411,19-10-2021,2895,Electric Bike,3810.78,4,New York,476,Credit Card,64,Female
8412,17-11-2022,8039,Cruiser,4316.64,2,Los Angeles,808,PayPal,39,Male
8413,04-02-2022,7089,BMX,2573.18,3,New York,685,Debit Card,42,Male
8414,08-09-2021,6912,Cruiser,2336.17,2,Phoenix,829,Apple Pay,35,Male
8415,09-08-2021,4241,Electric Bike,760.76,1,Phoenix,533,PayPal,61,Male
8416,12-04-2021,2963,Electric Bike,2977.21,2,New York,499,Cash,66,Female
8417,04-01-2024,4236,Mountain Bike,1870.61,4,San Antonio,213,Apple Pay,56,Female
8418,15-02-2021,7947,Cruiser,1088.39,5,Houston,106,Credit Card,70,Female
8419,05-07-2022,9511,Cruiser,3644.26,3,Los Angeles,614,Debit Card,23,Female
8420,16-11-2023,7734,BMX,4769.8,3,Philadelphia,408,Debit Card,62,Male
8421,13-05-2023,8981,Road Bike,4776.89,1,Chicago,289,Google Pay,50,Male
8422,21-09-2020,4284,Folding Bike,4600.76,2,San Antonio,613,Credit Card,55,Male
8423,09-04-2021,6007,Mountain Bike,3323.2,5,Los Angeles,299,Debit Card,21,Male
8424,20-10-2022,6750,BMX,3485.2,3,Houston,184,Credit Card,34,Female
8425,12-07-2022,6008,Electric Bike,2538.59,3,Philadelphia,723,Debit Card,32,Female
8426,15-01-2020,1469,BMX,2956.8,4,San Antonio,206,Google Pay,63,Male
8427,07-07-2024,5447,Electric Bike,4740.53,3,Houston,459,Apple Pay,42,Female
8428,23-10-2023,2695,Mountain Bike,2826.49,5,San Antonio,363,Apple Pay,64,Male
8429,05-09-2024,2502,Hybrid Bike,2924.55,2,Philadelphia,757,PayPal,48,Female
8430,07-12-2023,3555,Electric Bike,3750.18,2,San Antonio,722,Apple Pay,27,Female
8431,03-02-2024,6281,Road Bike,2945.07,2,San Antonio,880,Credit Card,24,Female
8432,11-04-2021,9767,Road Bike,3310.38,1,San Antonio,497,Cash,52,Female
8433,16-03-2022,9105,BMX,251.07,2,Los Angeles,513,Debit Card,61,Male
8434,15-05-2022,8327,Cruiser,1396.51,4,Chicago,224,Google Pay,50,Female
8435,25-06-2020,4482,Electric Bike,1921.2,3,Houston,830,Google Pay,45,Female
8436,12-09-2023,5294,Cruiser,638.34,5,Chicago,637,PayPal,49,Male
8437,17-12-2023,7015,Folding Bike,1087.66,4,Houston,916,Cash,39,Female
8438,19-10-2021,1913,Cruiser,2516.97,5,Chicago,335,PayPal,31,Female
8439,24-06-2024,6277,Folding Bike,3865.17,2,Philadelphia,970,Credit Card,41,Male
8440,23-08-2020,2142,Folding Bike,3102.79,5,Los Angeles,223,Cash,38,Male
8441,23-09-2023,8427,BMX,888.19,3,Chicago,139,Debit Card,18,Male
8442,22-03-2022,2655,Cruiser,1238.76,1,New York,162,PayPal,27,Male
8443,06-10-2020,7244,Hybrid Bike,3219.26,4,New York,358,Cash,62,Male
8444,22-02-2024,2826,Electric Bike,3971.38,5,New York,180,Debit Card,34,Male
8445,18-05-2024,8166,Folding Bike,2124.69,2,Phoenix,189,Google Pay,60,Female
8446,20-06-2020,5431,Cruiser,491.51,3,Los Angeles,876,Credit Card,24,Male
8447,22-04-2020,2594,Mountain Bike,2365.51,4,New York,118,Cash,37,Male
8448,27-07-2024,8627,Folding Bike,1793.13,1,San Antonio,880,Debit Card,34,Male
8449,14-07-2020,8054,Mountain Bike,2042.7,1,New York,912,Apple Pay,30,Female
8450,08-06-2020,1805,Electric Bike,3971.4,3,San Antonio,326,Google Pay,65,Female
8451,24-10-2020,5009,BMX,3900.62,1,Los Angeles,864,Credit Card,59,Male
8452,06-03-2020,1794,Hybrid Bike,3753.7,4,Chicago,610,Apple Pay,23,Male
8453,12-10-2021,4386,Hybrid Bike,2570.13,5,Philadelphia,238,Cash,47,Male
8454,15-04-2023,9196,Electric Bike,2030.53,3,Houston,902,Debit Card,19,Female
8455,12-10-2021,5455,Road Bike,2795.27,5,San Antonio,541,Cash,57,Female
8456,21-11-2020,3094,Folding Bike,2486.01,4,San Antonio,612,Credit Card,28,Female
8457,16-08-2023,8168,Folding Bike,2043.73,5,Phoenix,847,Debit Card,20,Female
8458,20-08-2021,5746,Road Bike,1581.34,1,Chicago,328,Google Pay,31,Male
8459,11-01-2022,2885,Electric Bike,3312.37,5,Chicago,273,Cash,53,Female
8460,11-05-2020,7469,Folding Bike,1125.29,4,Phoenix,651,Credit Card,59,Male
8461,02-05-2024,6576,Mountain Bike,4902.43,1,Philadelphia,341,Apple Pay,65,Female
8462,31-03-2024,1410,Cruiser,1857.2,3,Houston,368,Credit Card,68,Male
8463,02-12-2021,4225,Hybrid Bike,1689.67,3,Houston,684,Apple Pay,57,Female
8464,28-02-2020,2242,Mountain Bike,4722.41,4,San Antonio,758,Apple Pay,41,Male
8465,19-02-2020,2407,Hybrid Bike,2502.88,1,Houston,592,Credit Card,64,Male
8466,12-04-2023,3670,Hybrid Bike,3771.5,1,Chicago,501,Credit Card,69,Female
8467,05-08-2022,9072,Folding Bike,438.8,3,Phoenix,599,Apple Pay,29,Female
8468,08-09-2023,9661,Mountain Bike,3155.74,5,New York,737,Google Pay,32,Male
8469,30-12-2023,7255,Road Bike,1433.71,2,San Antonio,366,Google Pay,49,Female
8470,02-03-2024,1582,Cruiser,3237.21,2,Los Angeles,910,PayPal,40,Female
8471,18-05-2024,2744,Cruiser,4009.35,3,Phoenix,789,Credit Card,42,Female
8472,03-05-2022,3973,Cruiser,3239.34,1,Philadelphia,269,Google Pay,60,Female
8473,31-10-2022,6370,BMX,1655,2,Los Angeles,603,Cash,20,Female
8474,17-07-2020,1718,Mountain Bike,595.93,2,Chicago,883,Credit Card,32,Male
8475,14-04-2022,8308,Mountain Bike,4217.6,4,San Antonio,770,Cash,57,Female
8476,24-09-2023,5261,BMX,3909.04,2,Phoenix,235,Google Pay,21,Male
8477,08-05-2020,7074,Mountain Bike,1628.49,1,Houston,278,Apple Pay,30,Male
8478,27-03-2023,5971,Mountain Bike,1092.04,5,San Antonio,398,Apple Pay,47,Male
8479,03-06-2024,2596,Electric Bike,2648.26,3,Chicago,632,PayPal,69,Male
8480,19-04-2021,9648,Electric Bike,1140.34,2,Houston,863,Cash,41,Male
8481,10-01-2022,4129,Mountain Bike,2765.8,1,New York,340,Google Pay,27,Male
8482,18-06-2020,4300,Cruiser,2836.34,4,New York,727,Debit Card,21,Female
8483,17-07-2023,3499,Hybrid Bike,3937.54,2,Phoenix,140,Debit Card,31,Female
8484,04-03-2020,1951,Hybrid Bike,3933.63,5,New York,311,PayPal,23,Male
8485,08-06-2022,5815,Mountain Bike,2418.7,4,Houston,890,PayPal,60,Female
8486,24-12-2021,5021,Folding Bike,2975.78,4,Houston,377,Cash,49,Female
8487,28-12-2022,2114,Folding Bike,3914.15,4,New York,836,Apple Pay,49,Male
8488,08-04-2022,4427,Folding Bike,1600.51,2,Los Angeles,346,PayPal,30,Female
8489,13-08-2020,7994,Folding Bike,471.7,2,Los Angeles,777,Cash,38,Male
8490,08-04-2024,9003,Mountain Bike,497.09,2,Chicago,923,Cash,23,Male
8491,08-01-2020,3055,Folding Bike,2411.77,3,Houston,426,Cash,24,Male
8492,12-01-2024,7105,Folding Bike,450.24,2,Chicago,684,Apple Pay,21,Female
8493,15-09-2022,7630,Cruiser,1953.71,1,San Antonio,386,Google Pay,41,Female
8494,21-03-2021,1331,Electric Bike,2085.05,1,Chicago,394,Debit Card,37,Female
8495,26-10-2020,5102,Folding Bike,464.64,3,New York,907,PayPal,21,Female
8496,02-12-2021,4565,Electric Bike,4223.43,4,Phoenix,664,Apple Pay,23,Male
8497,24-05-2020,8800,Cruiser,3428.28,4,San Antonio,365,Google Pay,31,Female
8498,17-10-2022,4706,Folding Bike,4469.41,3,Chicago,750,Credit Card,20,Male
8499,21-12-2022,6425,Folding Bike,1175.96,5,Phoenix,387,Debit Card,42,Male
8500,14-01-2020,4680,Electric Bike,2508.53,2,Chicago,989,Credit Card,27,Female
8501,31-10-2021,4206,Folding Bike,2864.46,1,Houston,871,Credit Card,22,Female
8502,01-08-2024,9073,Electric Bike,4053.86,5,Chicago,549,Apple Pay,63,Female
8503,21-04-2020,5022,Cruiser,3568.64,5,Houston,987,Credit Card,67,Male
8504,12-11-2021,3425,Mountain Bike,2306.87,4,Houston,361,Google Pay,30,Male
8505,11-08-2021,7214,Mountain Bike,1648.23,5,Los Angeles,980,Debit Card,69,Female
8506,12-02-2021,5036,Road Bike,4514.57,2,Chicago,377,Cash,37,Male
8507,12-04-2020,4277,Hybrid Bike,3188.05,1,Houston,424,Google Pay,41,Male
8508,17-03-2024,9398,Cruiser,1255.21,4,Phoenix,493,Apple Pay,44,Female
8509,12-08-2022,2258,Electric Bike,2908.97,1,New York,435,Google Pay,55,Female
8510,30-03-2024,5558,Mountain Bike,3566.22,5,Phoenix,580,Google Pay,70,Male
8511,26-03-2021,2802,Mountain Bike,2571.92,2,Philadelphia,879,Google Pay,30,Female
8512,25-10-2020,3291,Hybrid Bike,274.13,3,New York,930,Cash,51,Female
8513,13-04-2020,6133,Hybrid Bike,4917.51,2,San Antonio,889,Cash,48,Female
8514,19-11-2022,1677,Mountain Bike,3859.61,3,Chicago,900,Google Pay,29,Male
8515,26-04-2022,5142,BMX,326,2,Phoenix,706,Debit Card,34,Male
8516,26-08-2022,2660,Mountain Bike,1066.43,2,San Antonio,935,Credit Card,25,Male
8517,08-08-2024,3520,Folding Bike,1879.67,5,New York,906,Apple Pay,42,Female
8518,02-09-2020,7951,Electric Bike,3900.73,1,New York,956,Cash,35,Female
8519,22-11-2020,5088,Folding Bike,820.64,5,Los Angeles,839,Debit Card,42,Female
